448,1990-08-15,F,77
6015,1993-11-21,M,54
12051,1956-09-30,F,52
3466,1956-05-31,F,1
7422,1978-11-26,M,74
917,1993-09-16,F,25
2324,1998-07-16,M,27
3935,1959-11-27,M,71
3262,1961-08-14,F,61
1386,1976-08-09,F,22
713,2000-03-29,F,20
4404,1971-04-09,F,31
1182,1966-10-16,F,66
6749,1963-09-29,F,9
3527,1998-08-11,M,77
1651,1986-07-10,F,11
6545,1998-09-09,F,66
5138,1994-08-05,F,45
978,1988-06-09,F,56
2589,1983-02-17,M,21
3996,1967-07-16,F,36
40,1977-01-22,F,5
1447,1972-06-21,F,70
3058,1963-09-29,F,49
4465,1957-06-02,M,74
509,2000-05-02,M,73
1916,1946-07-19,M,28
2854,1969-06-01,M,16
2385,1953-05-05,M,13
3323,2001-02-22,F,74
305,1958-06-08,M,46
774,1993-03-03,M,70
4730,1940-05-04,M,68
3792,1992-09-21,M,74
2181,1988-07-22,M,46
1243,1994-10-05,F,11
8217,1998-08-02,M,69
4261,1944-08-04,F,34
2650,1995-03-05,M,75
1712,1984-01-01,M,64
101,1963-01-23,M,68
4057,1942-06-11,F,70
3119,1956-01-26,F,50
1508,1974-06-30,F,67
570,1961-01-31,F,61
4526,1990-04-24,F,70
3588,1973-11-04,F,76
1977,1955-10-25,F,10
1039,2000-10-11,F,70
2915,1974-02-22,F,33
8013,1962-06-22,M,43
366,1956-11-10,F,1
3384,1962-08-03,F,41
162,1961-10-17,M,65
835,1963-10-20,F,28
3180,1964-09-30,M,45
3853,2000-07-04,F,59
631,1976-03-22,F,70
1304,1956-07-28,M,37
3649,1979-10-25,F,10
4322,1990-10-01,M,19
1100,1971-07-04,M,59
4791,1956-02-15,M,51
4118,1998-06-17,M,28
2242,1996-06-05,F,1
1569,1976-07-17,F,54
13845,1993-02-16,M,15
13172,1958-10-19,M,36
4587,1998-05-06,F,36
3914,1940-08-24,F,52
2038,2000-03-29,F,1
1365,1958-02-23,F,1
5056,1977-02-04,F,67
4383,1983-08-01,M,21
8074,1978-10-07,M,61
1834,1947-02-19,M,7
2507,1972-08-26,F,37
2303,1959-04-01,F,61
2976,1942-08-03,F,57
2772,1943-01-08,F,37
427,1961-09-14,F,72
223,1972-02-27,F,43
3445,1999-03-26,F,17
4648,1984-01-24,M,33
896,1993-04-24,F,36
5117,1995-03-21,M,52
5321,1970-02-01,M,17
2568,1958-06-11,F,64
3241,1954-09-14,M,26
19,1962-12-28,M,47
692,1956-01-11,F,74
3037,1962-01-04,M,64
3710,1948-01-25,M,59
488,1937-08-02,M,1
1161,1993-05-25,M,7
3506,1981-08-20,F,1
4179,1940-07-29,M,54
957,1961-12-23,F,56
1630,1984-02-19,F,28
1426,1984-04-30,F,12
2099,1938-01-16,M,1
3302,1984-02-17,F,52
3975,1974-07-19,F,1
3771,1962-03-27,M,48
4444,1989-03-28,M,77
6789,1999-03-26,M,57
1895,1985-11-03,F,47
1222,1959-11-30,F,7
2364,1991-04-26,F,56
4240,1980-10-21,F,46
2833,1943-07-09,F,13
1691,1998-02-08,F,21
284,1994-08-06,M,10
4709,1998-04-16,M,54
753,1960-09-24,F,72
2160,1965-05-31,M,70
10276,1996-11-16,M,77
80,1999-02-25,F,64
7727,1978-06-13,F,31
11683,2000-01-28,M,7
2629,1951-12-03,M,1
4505,1986-07-06,M,33
3098,1958-06-23,M,17
13090,2000-04-18,F,2
3567,1968-03-09,M,1
1956,1945-07-09,F,1
1018,1965-02-28,M,53
4974,1982-06-30,F,5
4036,1996-07-09,F,25
2425,1997-07-18,F,6
1487,1996-08-27,F,48
2894,1968-07-25,F,70
3832,1945-09-04,F,11
345,1973-12-07,M,17
12417,1994-01-03,F,1
814,1979-10-01,M,19
4301,1976-05-03,F,14
1283,1959-02-09,F,66
1752,1998-11-23,M,70
11275,1983-04-18,F,64
4770,1944-12-13,M,22
8726,1973-08-10,M,10
2221,1965-03-15,M,20
3159,1950-10-27,M,24
2690,1991-12-25,F,58
3628,1947-02-26,F,11
141,1945-11-02,M,31
1079,1981-07-15,M,3
610,1999-08-10,F,74
1548,1943-03-04,M,70
9664,1964-11-13,F,19
2017,1951-01-23,F,55
13151,1978-12-22,M,73
13620,1990-07-26,M,16
2486,1981-10-05,F,76
9929,1987-07-19,F,47
2955,1972-07-16,M,38
4362,1963-09-16,M,50
406,1997-05-15,M,36
1813,1969-09-28,M,36
3424,1938-11-14,M,64
4831,1978-08-14,M,27
875,1976-12-07,M,14
2282,1993-03-11,M,60
3893,1989-12-26,M,1
2751,1977-01-24,F,68
1344,1955-02-18,M,1
202,1996-11-21,F,29
3689,1999-07-12,F,9
3220,1977-02-17,M,23
1140,1966-02-24,M,18
671,1991-02-27,F,10
4158,1940-07-10,F,35
5565,1986-12-22,F,3
1609,1964-05-30,F,53
3016,1997-08-23,M,40
4627,1962-03-24,M,1
6034,1959-08-15,M,20
2078,1998-08-03,F,10
467,1970-04-17,M,1
2547,1973-10-29,F,48
3485,1942-05-27,M,77
10459,1984-08-09,F,17
936,1963-07-30,M,42
4892,1989-03-08,M,26
3954,1977-10-31,M,64
2343,1979-03-18,M,1
4423,1938-05-24,M,27
2812,1990-05-02,F,55
1874,1966-10-20,M,1
263,1982-05-20,M,68
11866,1957-09-02,M,1
3281,1970-12-27,M,74
6299,1956-08-09,M,1
732,1998-07-05,M,74
4219,1964-01-04,F,51
3750,1958-10-03,M,1
1670,1981-05-07,M,53
1201,1965-09-10,M,54
4688,1960-09-11,M,16
11662,1992-04-03,M,76
2139,1952-03-06,F,18
3546,1991-02-28,M,3
2608,1963-09-15,F,58
997,1970-11-11,M,59
59,1977-02-18,M,1
9582,1962-04-14,F,2
3077,1954-02-24,F,50
4015,1992-12-27,F,65
528,1997-02-11,M,37
1466,1973-08-22,M,39
2873,1995-03-24,F,16
4484,1975-04-11,M,37
324,1980-12-03,M,3
1935,1949-05-12,F,68
3342,1993-09-29,M,73
2404,1997-07-05,F,27
793,1998-02-04,M,21
12396,1990-01-17,F,62
3811,1972-06-20,M,6
6829,1983-12-24,F,10
1262,1972-04-03,M,35
4280,1964-01-08,F,55
1731,1988-11-30,F,17
4749,1968-01-19,F,57
13803,1967-11-14,M,1
2200,1973-07-31,M,66
9174,1960-10-09,F,1
2669,1947-05-08,M,51
3607,1966-07-29,F,18
120,1996-05-10,M,1
4076,1989-11-17,M,49
3138,1963-08-12,F,70
1527,1954-12-18,M,49
589,1981-09-17,M,45
4545,1956-01-20,F,3
1058,1995-08-01,F,9
1996,1957-03-20,M,1
11050,1977-05-04,F,70
2465,1993-10-17,M,51
2934,1968-04-27,F,72
385,1968-03-24,M,45
3403,1977-10-18,M,74
4810,1955-01-26,F,19
854,1961-11-02,F,72
2261,1976-11-13,M,62
3872,1950-04-19,M,8
2730,1967-03-18,M,52
1323,1964-01-06,M,70
181,1987-07-06,M,76
4341,1984-05-01,M,76
3199,1977-12-18,F,1
1792,1995-09-01,M,54
3668,1992-12-23,F,70
4137,1969-08-30,M,21
1119,2000-01-05,F,54
4606,1957-10-14,M,8
1588,1970-10-29,M,45
2057,1996-01-02,F,6
3464,1973-01-14,M,43
2526,1984-07-26,M,1
3933,1966-09-07,F,59
2995,1961-06-15,F,35
1384,1973-04-24,F,40
446,1972-03-19,M,1
4402,1949-04-11,M,23
915,1995-05-03,M,12
1853,1985-08-18,M,1
2791,1941-10-10,M,60
2322,1948-06-11,M,15
3260,1962-09-08,F,74
242,1981-08-01,F,17
711,1983-08-16,F,48
4667,1961-04-26,M,25
3729,1961-08-22,F,66
2118,1990-11-12,M,1
1180,1964-10-06,M,21
10703,1963-04-28,F,17
4198,1974-10-17,F,23
2587,1993-01-03,F,8
1649,1970-03-16,F,46
38,1993-07-23,F,36
3994,1985-01-31,F,21
3056,1979-01-16,F,38
1445,1961-07-24,M,68
507,1974-11-16,M,75
4463,1943-08-17,M,76
3525,1994-05-21,M,15
1914,1962-06-20,F,39
976,1975-11-19,F,16
2383,1967-01-01,F,31
3321,1989-05-30,F,13
2852,1962-06-28,F,26
11906,1964-12-03,M,76
303,1966-05-06,M,74
772,1964-12-10,M,64
12844,1966-10-15,M,45
3790,1956-08-28,M,48
2648,1954-10-10,F,9
1241,1962-12-17,F,73
99,1993-01-26,M,33
4259,1969-06-16,F,10
3117,1961-06-22,F,62
1710,1964-02-11,M,54
568,1980-07-19,F,8
4728,1990-10-31,M,74
3586,1963-04-11,M,60
2179,1959-10-27,F,9
1037,1985-11-01,F,1
6604,1968-07-26,M,72
4055,1973-06-01,F,74
4524,1977-07-14,M,77
1506,1951-06-25,M,22
1975,1935-09-27,F,10
9418,1970-04-10,M,1
4993,1993-06-27,F,1
3851,1981-11-20,M,45
2444,1954-08-26,M,4
4320,1978-11-04,F,66
5462,1983-09-08,M,9
1771,1947-10-20,F,54
2913,1982-12-27,M,44
4789,1960-09-26,F,24
364,1962-12-05,F,54
2240,1952-03-12,F,47
3382,1974-02-28,M,54
2709,1966-06-14,M,26
833,1980-06-11,M,5
160,1962-04-26,F,64
8276,1999-06-08,F,43
4585,1968-09-10,F,9
5727,1973-02-24,M,54
2505,1980-04-30,F,25
3178,1989-08-01,F,25
2974,1971-07-12,F,56
6196,1963-03-09,M,68
425,1968-02-12,M,25
629,1996-03-10,M,16
3443,1954-12-06,F,1
3647,1968-08-23,M,33
894,1954-08-18,M,75
1098,1968-09-10,F,60
1363,1999-12-27,F,6
4116,1956-11-24,M,36
5788,1982-05-04,M,72
1567,1950-04-19,M,50
3239,2001-11-16,F,7
3912,1965-03-07,F,1
6257,1962-08-20,F,75
4381,1979-01-25,M,56
3708,1978-03-16,F,46
1832,1986-07-31,F,1
1159,1964-02-03,M,64
2301,1980-12-19,M,35
4177,1955-12-25,M,34
5319,1984-09-23,F,74
7195,1982-09-11,M,50
2770,1974-07-08,M,1
1628,1977-03-25,F,12
221,1997-02-25,F,21
2097,1956-11-11,M,53
690,1962-11-07,M,38
2566,1983-03-25,F,29
13231,1979-07-01,M,1
17,1954-10-13,M,76
3035,1984-11-02,M,27
4442,1941-04-29,F,23
486,1964-04-12,M,68
2362,1994-09-02,F,9
3504,1972-01-25,M,40
2831,2000-07-09,F,68
955,1990-01-28,M,57
282,1958-02-24,F,73
3973,2002-08-20,F,1
3300,1970-06-29,M,53
1424,1972-01-05,M,8
751,1979-03-09,M,70
1893,1954-02-11,F,66
1220,1973-12-16,F,40
6318,1970-03-05,M,77
10274,1976-10-11,M,51
3769,1977-09-10,M,54
3096,2002-02-27,M,74
4238,1991-04-26,F,41
6114,1960-02-15,F,66
1689,1956-12-04,M,1
3565,1982-07-29,M,44
4707,1960-11-05,M,58
1016,1960-07-21,F,62
2158,2001-05-06,M,10
4034,1957-07-17,M,58
78,1964-06-13,F,16
1485,1998-05-14,M,7
547,1969-03-31,M,54
4503,1948-05-28,F,21
10070,1994-04-23,M,9
1954,1972-07-28,M,69
7521,1980-02-09,F,74
4299,1997-09-15,F,50
4972,1997-07-13,F,70
1750,1984-12-31,M,23
2423,1977-07-09,M,42
4768,1980-04-03,F,1
11008,1989-05-19,F,51
2219,1984-11-28,F,43
5441,1977-01-25,M,18
5237,1997-08-03,M,1
2892,1961-03-21,F,3
2688,1987-10-24,F,60
343,1939-11-19,M,44
139,1979-07-25,F,8
3361,1950-10-02,F,40
3157,1962-02-26,F,1
812,1960-12-06,M,39
608,1992-08-31,M,67
3830,1988-02-24,F,18
2953,1956-07-07,M,3
1281,1969-12-28,F,34
404,1987-04-20,M,42
6175,1984-05-17,M,72
3422,1971-05-02,F,1
6644,1979-09-06,F,1
873,1964-01-05,M,60
1077,1940-06-23,M,46
3891,1978-12-14,M,75
4095,1994-09-14,M,25
4360,1985-07-10,F,19
1546,1950-04-13,M,28
1811,1959-03-29,M,1
4564,1995-08-25,M,10
4156,1982-11-02,F,5
2015,1988-11-15,F,1
1607,1961-05-26,F,8
2484,1989-12-21,M,68
4625,1987-03-04,M,48
9458,1993-11-21,F,46
2076,1977-02-07,F,63
2280,1994-04-24,F,10
2545,1973-09-28,F,9
2749,1941-03-04,F,14
3014,1973-11-05,M,51
200,1948-01-13,F,29
465,1972-09-01,M,5
3218,1985-12-16,M,49
2810,1991-07-28,M,72
669,1976-12-19,F,12
261,1957-12-07,F,38
3687,1992-02-06,M,49
3279,1974-08-04,F,66
1138,1990-09-30,F,70
730,1993-08-14,M,63
11130,1981-04-08,F,1
3748,1950-03-05,F,59
5563,1996-01-01,M,1
1199,1996-10-24,F,64
3483,1960-12-02,M,70
1668,1969-08-17,F,20
6501,1990-11-04,M,1
3544,1981-08-15,F,1
934,2002-08-19,M,33
4013,1971-12-06,F,1
3952,1985-12-28,F,52
1464,1948-04-01,F,36
1403,1964-01-02,F,44
4482,1999-01-17,M,56
4421,1964-06-27,F,1
2402,1968-10-26,M,41
1872,1983-01-24,F,52
2871,1987-11-23,F,71
2341,1967-07-13,F,42
322,1953-02-01,M,38
4217,1971-06-25,F,9
9845,1963-06-15,F,55
12802,1989-08-12,M,1
4747,1942-04-27,F,76
4686,1964-07-02,M,39
7765,1978-02-24,F,1
2137,1982-11-09,F,73
2667,1992-01-01,M,9
2606,1963-01-04,M,31
118,1942-07-19,M,55
57,1981-12-17,F,21
3136,1983-12-18,M,1
3075,1961-05-05,M,74
587,1965-07-08,F,25
526,1984-02-01,M,43
3605,1954-07-24,M,71
995,1993-10-30,F,36
1056,1983-06-19,M,1
10987,1981-10-03,F,62
1525,1963-03-09,M,1
5420,1955-07-19,M,61
11517,1960-05-21,F,59
3340,1996-02-16,M,54
3870,1991-08-08,F,4
791,1970-09-29,F,68
1321,1997-11-09,F,35
6827,1989-04-28,M,59
4339,1997-09-15,F,59
1260,1965-01-03,F,57
1790,1973-05-28,M,1
4278,1969-11-18,M,33
4808,2001-11-24,F,23
1729,1967-05-16,M,76
2259,1970-01-02,F,19
2198,1940-02-22,F,17
179,2000-12-29,M,43
11252,1985-12-08,F,32
9702,1971-11-16,F,33
9641,1965-01-26,M,64
4604,1988-10-02,M,67
4074,1978-06-08,F,24
2055,1996-08-31,F,56
4543,1961-12-01,M,1
8091,1991-02-10,M,5
1994,1987-07-06,F,1
2524,1979-07-31,M,36
5012,1992-09-22,F,27
444,1980-08-01,F,74
8030,1987-07-19,M,1
3462,1985-03-18,F,54
2463,1964-12-17,M,7
913,1958-11-18,M,1
2932,1960-07-11,F,1
13923,1999-02-22,F,7
383,1959-05-17,F,15
8356,1989-09-04,M,3
852,1936-06-04,F,25
3258,1980-07-30,F,74
5277,1988-11-07,F,44
709,1954-12-29,M,1
8295,1971-01-23,F,15
3727,1990-01-13,M,33
2728,1942-08-13,M,74
1178,1991-10-04,F,1
8764,1960-07-07,F,70
4196,1971-01-16,F,55
3197,1978-07-10,M,1
1647,1998-03-26,F,71
648,1955-09-28,F,70
4665,1946-08-27,F,9
1117,1996-11-01,F,20
2116,1950-06-14,M,76
1586,1954-01-12,F,60
12577,1970-05-05,F,62
13658,1977-04-23,M,59
7010,1987-06-30,M,70
3931,1941-10-15,F,1
4461,1977-04-22,F,54
1382,1999-11-23,F,18
1912,1992-02-26,M,57
4400,1979-08-29,F,54
4930,2001-07-30,M,1
1851,1995-09-12,F,31
2381,1951-10-11,F,40
2320,1971-05-23,M,60
5399,1992-12-27,F,24
5338,1986-05-25,F,1
2850,1990-08-20,M,7
2789,1971-12-25,F,1
301,1962-01-10,M,28
240,1949-06-17,F,34
3319,1999-04-24,F,1
7683,1966-04-01,M,12
3115,1981-11-30,M,72
5134,1987-07-19,F,58
566,1966-03-05,F,47
2585,1991-08-28,F,75
3584,1961-03-25,M,15
36,1998-07-17,F,7
1035,1991-03-28,F,13
3054,1978-04-28,M,74
4053,1949-09-23,F,70
505,1997-12-21,M,13
1504,1938-01-16,F,58
3523,1984-04-29,M,6
1973,1951-09-13,F,60
974,1983-06-24,M,14
13576,1994-07-07,M,72
3992,1968-11-10,F,71
4318,1962-09-11,F,43
1443,1955-01-25,M,29
1769,1969-08-05,M,12
3788,1975-07-05,F,56
4787,1982-03-12,M,36
1239,1996-09-09,F,11
2238,1974-02-19,F,47
4257,1988-06-29,F,1
2707,1989-05-23,M,45
4726,1972-07-04,F,34
158,1965-07-03,F,40
2177,1962-05-30,F,24
3176,1957-07-07,M,1
2646,1957-06-07,F,63
627,1992-04-11,M,17
97,1985-11-28,M,26
5521,1993-05-15,F,9
4522,1970-11-01,F,68
2972,1996-01-14,M,1
2442,1947-07-08,F,1
423,1977-06-23,M,37
5460,1981-10-01,M,63
3441,1978-02-09,M,75
2911,1952-09-25,M,45
892,1942-05-24,F,42
362,1970-04-27,F,35
3910,1939-08-23,F,37
3380,1998-04-03,F,74
1361,1942-09-29,F,1
831,1968-05-02,M,2
1830,1972-02-03,M,33
3849,1952-12-11,F,1
6255,1966-01-01,F,54
1300,1999-10-27,M,45
9273,1975-08-26,F,39
3645,1995-02-26,M,34
4175,1985-01-06,F,13
1096,1946-03-03,F,1
4644,1951-01-19,M,20
4114,1984-02-09,M,63
2095,1994-04-30,M,9
1565,1980-05-19,M,71
15,1938-08-28,F,21
4583,1961-08-24,F,61
484,1979-09-13,F,28
2034,1946-06-12,M,13
10476,1970-12-04,M,51
2503,1997-09-23,F,54
2829,1959-12-27,F,33
9946,1980-04-20,M,31
280,1989-12-18,F,45
2299,1960-02-20,F,6
3298,1962-08-05,F,5
2768,1984-04-02,M,1
749,1953-07-29,F,25
219,1984-04-02,F,60
3767,1956-09-07,M,14
688,1974-05-04,M,1
1218,2000-05-27,M,74
1157,1978-12-30,F,4
13290,1961-06-23,M,16
11149,1985-07-14,M,43
8661,1974-05-11,F,1
3502,1972-08-03,M,54
6112,1978-12-28,F,43
953,1957-10-17,M,25
3563,1946-11-22,F,1
3971,1986-02-20,M,1
1014,1951-02-08,M,1
1422,1996-02-23,F,69
4032,1984-08-02,F,35
4440,1968-12-26,M,33
1483,1971-05-10,F,1
1891,1979-03-04,F,62
4501,1967-03-18,F,70
4236,1982-01-17,F,42
1952,1991-03-09,F,52
1687,1967-02-27,M,1
2421,1990-11-10,M,48
4705,1975-09-12,M,1
4766,1987-05-27,M,22
7723,1986-06-14,F,48
2217,1994-02-20,M,1
2156,1986-12-27,F,33
2686,1971-03-24,F,19
2625,1992-10-07,M,57
5704,1995-10-09,F,66
76,1987-10-01,F,36
137,1943-09-14,M,60
3094,1970-08-18,M,48
3155,1993-04-08,F,44
545,1993-10-11,F,75
606,1969-01-25,F,10
2890,1971-10-11,M,62
3624,2002-02-27,F,1
341,1997-03-16,M,69
1075,1954-06-04,F,65
3359,1965-02-24,M,1
3420,1999-06-24,M,66
810,1965-09-24,F,58
871,1994-03-11,M,76
1279,1976-07-11,M,16
9456,1961-12-07,F,40
4297,1948-10-16,F,57
1340,1959-03-20,F,68
1748,1996-12-31,M,64
4358,1962-10-24,M,70
13820,1968-07-31,F,33
1809,1951-05-12,M,24
11271,1957-12-08,M,18
2278,1941-07-01,M,76
4093,1966-09-29,M,1
9721,1974-12-05,M,34
4562,1985-10-11,M,25
12739,1978-01-17,M,23
2013,1960-07-10,F,1
4623,1987-05-09,M,68
2482,1945-01-07,M,34
2074,1981-09-16,F,24
2951,1970-08-31,F,76
2543,1972-08-27,F,3
402,1963-12-25,M,3
3012,1975-11-10,F,70
12943,1990-10-12,M,55
463,1964-04-05,M,38
13412,1974-03-20,M,1
3481,1977-11-10,M,15
2747,1956-10-14,M,6
932,1967-09-27,M,3
198,1996-07-14,M,60
5826,1988-09-09,M,15
3216,1979-11-28,M,58
3277,1986-03-26,M,42
667,2001-07-20,F,26
728,1952-01-20,M,32
3685,1994-03-06,M,74
9313,1980-04-17,F,9
1136,1996-09-18,F,9
3746,1995-01-25,M,66
4154,1973-10-25,F,32
6764,1964-04-12,M,19
1605,2000-09-21,F,52
1197,1986-10-02,F,6
6499,1983-02-01,M,44
4215,1972-06-08,F,49
3950,1944-03-21,M,38
1666,1961-08-31,M,1
1401,2001-07-24,M,35
2135,1960-08-08,F,24
1870,1955-04-29,M,1
4011,1977-12-19,F,62
2339,1976-12-06,M,58
4480,1983-03-30,M,74
2808,1994-03-31,F,8
1931,1962-11-14,F,16
259,1986-06-08,M,31
4949,2002-10-20,M,54
4684,1973-03-05,F,1
2400,1979-04-10,M,19
2604,1946-07-11,M,22
2869,1995-08-05,M,1
55,1968-09-18,F,45
320,1954-11-12,M,19
3073,1957-10-23,F,1
789,1951-09-21,M,4
524,1983-01-02,F,30
5214,1996-09-12,M,47
3542,1959-09-02,M,10
11250,1966-09-23,F,26
993,1989-10-31,F,44
3134,1958-05-04,M,1
1462,1961-03-02,M,49
585,1962-02-21,F,40
3338,1962-11-29,F,69
3603,1974-06-13,M,42
3807,1967-11-07,F,33
1054,1944-08-20,M,63
1258,1944-09-20,M,35
4072,1961-05-08,M,45
4276,1993-08-05,F,74
1523,1951-08-30,F,29
1727,1971-01-21,M,32
6417,1970-01-07,M,40
4745,1968-08-04,F,68
3868,1982-11-14,M,66
2196,1975-02-16,F,31
6886,1962-03-13,F,66
116,1962-01-28,M,74
4337,1986-04-21,M,48
4541,1991-03-02,F,32
1788,1970-03-23,M,1
5010,1970-09-08,F,42
4806,1964-02-01,F,19
2461,1987-04-02,M,64
2257,1999-08-31,F,62
2930,1961-03-22,M,41
5275,1970-05-21,M,28
381,1997-01-26,F,73
2726,1993-07-28,F,1
3399,1952-02-25,M,72
8089,1985-04-06,M,35
850,1989-09-21,M,19
2522,1957-09-08,M,74
3195,1991-06-13,F,2
2991,1961-07-31,M,32
646,1942-09-29,F,34
442,1991-12-16,F,1
9231,1992-09-24,F,29
3460,1985-10-11,M,14
3664,1971-03-19,M,69
911,1959-11-28,M,43
1115,1940-08-24,F,36
3929,1977-11-01,M,74
4133,1985-03-22,F,42
1380,1973-07-29,F,44
1584,1982-01-29,F,1
13921,1990-12-20,F,62
4602,1954-04-04,F,1
11372,1981-09-28,M,11
2053,1938-02-07,M,16
1176,1938-08-31,F,1
6478,1971-05-20,M,3
4194,1960-01-03,F,63
4398,1978-07-23,M,77
1645,1981-03-10,F,39
1849,1942-09-24,F,57
4663,1962-10-29,M,72
2318,1943-09-19,F,20
2114,1938-08-21,M,51
2787,1996-10-14,F,41
5132,1987-10-21,M,51
238,1981-11-28,F,6
2583,1957-06-17,M,75
3256,1996-07-18,M,49
11637,1971-06-12,M,73
707,1961-12-14,M,1
13044,1996-03-01,M,52
503,1979-07-24,M,73
4928,1996-02-09,M,9
3521,1984-07-20,M,4
2379,1984-06-19,F,33
972,1937-05-06,M,46
5397,1989-07-30,F,72
3990,1993-02-03,M,29
2848,1959-02-20,M,34
1441,1951-12-05,F,42
5866,1998-04-03,F,67
4459,1982-05-21,F,1
3317,1970-04-24,M,1
1910,1966-11-08,M,67
768,1951-09-23,F,32
6804,2001-06-07,M,5
3786,1940-07-10,M,13
4255,1945-06-28,F,66
1237,1943-11-07,M,57
1706,1964-07-19,M,19
12840,1959-07-27,M,60
4724,1993-10-14,F,53
3582,1975-02-17,M,38
2175,1962-01-03,F,53
1033,1957-10-14,M,1
2644,1984-03-23,F,6
4051,1969-10-06,M,74
95,1972-08-03,F,43
1502,1993-01-24,M,68
3113,1991-11-12,F,60
4520,1977-06-28,F,1
564,1975-01-24,M,72
1971,1989-03-14,F,3
4989,1955-09-04,M,28
2440,1955-09-09,M,17
2909,1956-10-09,M,26
12432,1985-03-07,M,55
360,1963-04-27,M,49
4316,1963-08-26,F,1
3378,1977-04-21,M,5
4785,1941-10-06,M,42
829,1977-05-19,M,24
2236,1998-06-27,F,44
3847,1979-09-14,F,6
5254,1968-09-16,M,69
1298,1941-03-15,M,64
2705,1944-04-30,M,43
3643,2000-11-11,M,26
156,1950-07-22,F,54
4112,1994-11-28,M,38
3174,1972-11-16,M,66
1563,1998-08-06,M,3
625,1998-11-24,F,60
4581,1976-06-16,F,1
1094,1980-10-04,F,30
2032,1963-03-21,M,1
2970,1942-04-06,F,55
5050,1971-01-19,M,62
3439,1987-01-27,M,62
2501,1960-12-04,F,70
890,1939-03-30,M,77
421,1985-07-31,M,54
3908,1949-11-25,M,73
7864,1955-12-14,M,34
1359,1971-09-04,F,1
2297,1985-01-18,M,48
4377,1998-01-31,M,48
8333,1986-02-01,M,60
1828,1982-11-14,M,69
2766,1979-09-15,M,70
4173,1998-06-04,F,52
217,1994-12-22,F,59
1624,1985-09-10,M,9
3235,1970-06-12,F,46
10209,1995-10-27,M,59
686,1991-10-03,F,32
4642,1980-08-03,F,33
3704,1982-04-11,M,69
2093,1990-06-24,M,48
1155,1942-07-10,F,72
5111,1979-12-12,M,50
11147,1992-07-12,F,5
2562,1972-11-01,M,42
8598,1977-12-31,F,46
5580,1972-03-01,F,77
3500,1980-06-07,M,29
13,1994-05-29,F,54
3969,1971-02-19,F,4
3031,1985-09-05,F,40
6987,1988-01-29,M,1
482,1954-01-22,F,69
1420,1936-01-20,M,74
951,1980-09-17,M,76
4438,1977-12-04,M,70
5376,1990-01-23,M,14
1889,1977-07-28,F,32
2827,1943-02-13,M,63
4907,1994-05-31,M,64
3296,1989-06-11,M,23
2358,1966-10-16,F,74
747,1973-08-20,F,24
278,1992-12-27,F,22
3765,1976-01-24,F,45
2154,1977-11-28,F,60
1216,1965-06-12,F,65
2623,1985-07-16,F,16
4234,1992-11-08,F,70
74,1945-07-26,F,22
1685,1964-04-21,F,61
3092,1987-11-06,F,59
11208,1977-03-05,F,10
543,1978-04-15,F,11
4030,1996-09-21,F,44
1012,1986-02-13,F,70
1481,1953-11-23,F,62
11004,1967-11-16,M,63
10066,1983-05-23,F,64
