29947,366,YZ,11380994,191.40,
43962,9828,UV,86956995,527.47,LO
29948,366,QR,29283583,83.60,IN
44665,10297,CD,53796619,990.20,HH
29949,366,ST,68747752,318.80,
44666,10297,WX,2840400,877.10,LO
33408,2711,MN,40865373,730.00,HH
33311,2650,AB,6979340,456.30,HH
33409,2711,ST,19293779,87.10,LE
29570,101,KL,10926431,803.70,HH
29649,162,GH,1325488,345.80,HH
29571,101,GH,26152324,85.50,
34115,3180,EF,50436025,121.00,HH
34027,3119,AB,77515130,114.40,HH
34116,3180,CD,25152552,195.40,
34028,3119,MN,30850821,8.40,
30321,631,GH,89184629,239.40,HH
34029,3119,MN,80588805,88.40,IN
34792,3649,WX,57693803,646.80,HH
30244,570,YZ,48868894,627.30,HH
34793,3649,ST,17516535,0.40,
34686,3588,OP,51301729,156.30,HH
31009,1100,OP,60873585,17.40,HH
34407,3384,GH,22978300,293.50,HH
31010,1100,UV,21850496,88.20,
31310,1304,CD,84192180,236.89,LE
31011,1100,YZ,22059500,110.30,IN
31994,1773,ST,35383325,287.70,HH
35171,3914,AB,39802485,611.80,HH
32696,2242,UV,83031367,553.80,HH
31411,1365,OP,53364294,231.40,HH
39994,7136,ST,16474801,205.90,LO
35825,4383,IJ,71792411,154.00,LE
39995,7136,ST,35699868,108.00,HH
35826,4383,AB,54309666,835.20,HH
39996,7136,UV,45092648,223.50,
35827,4383,KL,99767720,426.50,
39997,7136,AB,13272279,54.70,IN
40328,7401,ST,89597016,337.27,LO
32384,2038,KL,62453108,158.00,HH
40329,7401,QR,13943797,726.60,HH
32385,2038,CD,20491111,206.20,
32092,1834,QR,4736280,808.40,HH
33109,2507,ST,59955376,455.60,HH
36531,4852,QR,23212576,479.40,HH
33807,2976,IJ,31364357,847.30,HH
36532,4852,YZ,98242383,592.50,LO
30048,427,CD,43451237,816.60,HH
32784,2303,KL,25147950,789.20,HH
30717,896,QR,9933358,322.00,HH
33506,2772,ST,65062320,759.40,HH
34207,3241,YZ,69585042,303.40,HH
44536,10215,UV,65958177,15.20,HH
30423,692,QR,82628667,436.60,HH
44537,10215,GH,18670410,412.20,
30424,692,OP,98083799,13.70,
44538,10215,WX,33332234,184.60,LO
34869,3710,CD,59793263,463.30,HH
33202,2568,KL,34637659,522.80,HH
31091,1161,ST,53418099,394.70,HH
33203,2568,MN,1379150,108.60,
31793,1630,WX,99400460,359.50,HH
33204,2568,OP,99602746,30.60,IN
35256,3975,YZ,22444594,226.90,HH
29423,19,QR,14132368,252.32,LO
32170,1895,IJ,59814214,179.15,LE
33897,3037,KL,19517636,771.87,LO
32171,1895,YZ,97079294,581.00,HH
34591,3506,MN,58155363,356.20,HH
32883,2364,CD,33847505,203.30,HH
34592,3506,GH,59540486,408.40,
33598,2833,CD,87006002,297.00,HH
30800,957,CD,90061181,212.60,HH
29829,284,EF,34219330,562.90,HH
31510,1426,GH,15124905,268.10,HH
30500,753,AB,81654536,160.20,HH
34293,3302,YZ,76450466,137.60,HH
34000,3098,WX,95756363,460.50,HH
34294,3302,UV,73494863,57.20,
30223,549,OP,83005940,106.70,HH
34295,3302,GH,28717500,5.70,IN
30224,549,CD,87506788,302.40,
34962,3771,IJ,77776777,115.20,LE
34659,3567,EF,92374240,437.43,LE
31186,1222,WX,91109859,172.70,HH
34660,3567,QR,29068303,115.60,HH
31880,1691,EF,22764325,72.00,HH
34661,3567,GH,86320829,694.30,
31881,1691,QR,60282856,121.40,
30889,1018,MN,21977925,161.40,HH
32568,2160,KL,74125879,608.40,HH
30890,1018,GH,98507838,102.80,
29527,80,IJ,85687774,225.20,HH
31596,1487,KL,70317125,220.40,HH
40524,7523,QR,92478555,801.30,LO
35046,3832,IJ,97227751,16.00,HH
32261,1956,UV,409156,467.40,HH
35047,3832,UV,41750305,417.60,
32974,2425,KL,64028662,593.60,HH
32661,2221,EF,85032087,145.50,HH
33685,2894,CD,24206251,373.58,LE
32662,2221,CD,6097948,71.90,
38151,5912,CD,6367522,307.68,LO
33376,2690,YZ,55287820,201.70,HH
38152,5912,OP,65154915,984.60,HH
29621,141,KL,30588215,301.65,LE
29915,345,QR,68522327,881.90,HH
29622,141,KL,65986662,346.20,HH
34379,3363,OP,95549660,246.30,HH
29623,141,WX,71174192,179.10,
30584,814,GH,1200831,159.80,HH
29624,141,GH,86448645,671.60,IN
30585,814,KL,15360969,63.20,HH
33072,2486,OP,68277156,204.30,LO
34751,3628,WX,48774606,179.10,HH
33779,2955,QR,2700269,338.60,HH
34752,3628,CD,23473745,18.90,
30023,406,UV,36316532,180.00,HH
34753,3628,GH,50009119,134.30,IN
30024,406,KL,28461408,26.40,
30970,1079,MN,42747187,1039.20,HH
34470,3424,ST,26565379,137.90,LE
31677,1548,MN,36616581,210.60,HH
34471,3424,OP,73358708,497.90,HH
32350,2017,UV,15796089,185.50,HH
34472,3424,AB,4327679,226.40,
32351,2017,IJ,86340266,81.60,
34473,3424,MN,83404469,146.30,IN
32057,1813,GH,39702093,81.20,HH
30685,875,OP,9408325,383.70,HH
32058,1813,QR,343406,435.00,
35141,3893,QR,80644279,150.10,HH
32756,2282,YZ,67707383,470.40,HH
35142,3893,MN,44051182,153.40,
33469,2751,MN,89055364,82.60,HH
34844,3689,WX,69802808,460.99,LE
33470,2751,WX,57857632,295.70,
31067,1140,YZ,74234366,279.00,HH
34172,3220,KL,21290225,188.20,LE
40065,7176,KL,12137484,611.00,HH
45244,10663,MN,48801767,722.32,LO
40066,7176,CD,11141997,339.90,LO
45245,10663,YZ,75102978,478.20,HH
31769,1609,KL,83359962,201.70,HH
45246,10663,YZ,54900079,931.70,
32453,2078,GH,3833902,359.80,HH
41452,8114,MN,69633596,595.80,HH
33177,2547,KL,21153784,549.20,HH
41453,8114,GH,65448498,49.40,
32849,2343,UV,28312742,472.30,HH
41454,8114,EF,93537979,165.50,LO
32850,2343,KL,67309921,413.90,LO
33870,3016,AB,78590231,851.70,HH
33558,2812,MN,76939731,821.10,HH
38328,6034,MN,6834680,774.18,LO
29797,263,WX,73582678,614.50,HH
30101,467,UV,90201395,393.70,HH
34266,3281,CD,23259127,359.40,HH
30102,467,AB,73301529,289.50,
30475,732,GH,38898217,512.90,HH
42813,9052,QR,10905218,299.93,LO
34927,3750,UV,81509756,777.40,HH
34561,3485,OP,78194117,39.90,HH
31153,1201,CD,73948222,587.30,HH
34562,3485,GH,6110102,542.80,
31154,1201,OP,53580081,183.60,
30775,936,ST,95479797,278.00,HH
34626,3546,ST,93214726,165.80,HH
30776,936,YZ,51554924,22.40,HH
34627,3546,ST,36442333,479.50,
35232,3954,MN,77104884,201.40,HH
30851,997,EF,76536661,104.60,HH
31479,1405,GH,27032226,222.90,HH
30852,997,AB,37532264,70.00,
31480,1405,ST,63219690,15.80,
30853,997,CD,22804981,68.80,IN
35899,4423,GH,47825217,205.10,LO
30854,997,CD,66356766,3.60,
35900,4423,CD,4275078,127.70,HH
31564,1466,ST,82133537,1005.60,HH
35901,4423,QR,21013897,401.50,
32944,2404,YZ,50743573,548.80,HH
32141,1874,ST,15775823,210.00,HH
32637,2200,GH,7693958,39.70,LE
31851,1670,WX,84970950,124.20,HH
29599,120,YZ,74934506,189.90,LE
31852,1670,QR,66763526,131.20,HH
29600,120,ST,36501592,396.50,HH
32532,2139,IJ,36101162,215.40,HH
30270,589,GH,69257765,574.60,HH
32533,2139,GH,92438989,473.70,
30947,1058,WX,49857848,476.10,HH
32534,2139,MN,30308371,627.50,IN
30948,1058,WX,54740381,40.80,
33253,2608,OP,78614222,478.80,HH
37522,5483,KL,24862456,130.70,LE
29489,59,IJ,38201576,69.50,HH
38198,5952,EF,22068012,588.53,LO
29490,59,ST,65394794,619.00,
38199,5952,GH,68812089,302.80,HH
33960,3077,OP,91859578,369.80,HH
38200,5952,MN,40625691,137.40,
30195,528,IJ,11964172,291.60,HH
38201,5952,YZ,2707452,368.40,IN
45022,10520,MN,4994863,695.98,LO
38202,5952,WX,37493223,159.40,
37421,5422,YZ,91485505,614.80,LO
34437,3403,QR,57706224,199.50,LO
37422,5422,AB,38885069,83.20,HH
30642,854,AB,21777671,38.20,HH
37423,5422,WX,95722668,232.00,
30643,854,KL,41849011,110.50,
37424,5422,EF,40573519,143.50,IN
30644,854,IJ,6306148,284.30,IN
33656,2873,WX,11313259,361.50,HH
30645,854,OP,54977858,181.70,LO
33657,2873,EF,63152539,292.50,
35107,3872,UV,37346983,250.22,LO
33658,2873,EF,4028761,76.10,IN
35108,3872,GH,39719027,169.10,HH
33659,2873,OP,80315440,69.30,
35109,3872,QR,66648661,92.30,
38118,5891,EF,95617645,543.23,LO
35110,3872,KL,84313565,530.10,IN
29884,324,OP,83596694,178.50,HH
35111,3872,MN,8770090,290.80,
29885,324,KL,19554490,28.40,HH
31344,1323,OP,80685257,972.00,HH
34346,3342,EF,71651464,833.50,HH
32017,1792,IJ,49249744,171.20,HH
30560,793,CD,41663390,121.20,HH
43068,9235,UV,2864957,173.50,LO
30561,793,OP,25394970,20.40,
39303,6686,ST,36217254,485.38,LO
30562,793,YZ,95059883,85.10,IN
32416,2057,OP,70669543,357.30,HH
35024,3811,KL,13080460,251.50,HH
32417,2057,YZ,1773274,97.00,
31251,1262,EF,16308558,282.10,HH
32418,2057,KL,24007451,76.90,IN
31936,1731,QR,29816907,263.10,HH
32419,2057,AB,71481627,10.20,
31649,1527,EF,27702808,455.72,LO
33136,2526,EF,82399522,396.40,HH
32316,1996,GH,14449996,239.56,LE
30075,446,EF,81248056,694.10,HH
33028,2465,KL,48546957,45.40,HH
30743,915,MN,88686042,644.90,LO
33029,2465,IJ,23477942,317.60,HH
30744,915,EF,73569780,1429.10,HH
29984,385,WX,28537345,216.00,HH
33532,2791,GH,13939756,321.50,HH
29985,385,ST,91164779,3.10,
34236,3260,AB,89460461,846.20,HH
29986,385,GH,79315310,12.10,IN
34237,3260,MN,83334749,4.00,
33437,2730,YZ,36823308,228.40,HH
30442,711,AB,97111349,324.30,HH
29677,181,KL,66975450,678.00,HH
34892,3729,OP,52811223,294.10,HH
34140,3199,QR,90896355,157.10,HH
31533,1445,YZ,18387353,136.10,HH
34141,3199,WX,75887262,216.40,
31534,1445,AB,68283045,66.80,
30347,650,YZ,70699482,169.70,HH
31535,1445,EF,22041118,107.50,IN
31735,1588,KL,66344201,244.30,HH
31536,1445,IJ,82043331,142.00,
45922,11111,MN,63972902,300.45,LO
32203,1914,GH,33870774,128.90,HH
45923,11111,CD,17909336,473.60,HH
32204,1914,UV,9548128,204.60,
42782,9031,UV,95826726,208.80,LO
32916,2383,YZ,94815557,189.70,HH
42783,9031,AB,35263872,422.80,HH
32917,2383,WX,50398296,333.40,
42784,9031,AB,50771135,14.50,
32918,2383,UV,40245962,13.90,IN
42785,9031,IJ,85827368,64.50,IN
29857,303,KL,43664085,380.30,HH
34518,3464,ST,96288322,280.20,HH
29858,303,UV,25709551,313.20,LO
34519,3464,IJ,61951309,185.20,
29566,99,CD,38411343,450.30,HH
35198,3933,YZ,1246595,161.62,LE
29567,99,EF,26847303,468.20,
32815,2322,KL,89574056,193.00,LO
34025,3117,OP,41120845,357.00,HH
32816,2322,ST,75713777,335.90,HH
30242,568,CD,60686451,140.80,LE
32817,2322,QR,87459748,69.00,
30920,1037,ST,89659267,106.20,HH
32818,2322,EF,97367155,101.90,IN
30921,1037,UV,73314934,94.00,
32819,2322,ST,14182174,161.20,
30922,1037,EF,22177893,115.70,IN
29769,242,WX,23104387,106.20,HH
30923,1037,CD,38512766,6.20,
29770,242,WX,62032568,297.70,
31621,1506,UV,28518402,949.80,LO
32502,2118,YZ,74920552,987.10,HH
38888,6400,OP,68610131,301.67,LO
29455,38,QR,79067885,230.68,LO
38889,6400,OP,10098511,732.00,HH
29456,38,EF,2692229,690.10,HH
38890,6400,QR,30437541,14.30,
29457,38,KL,83435654,23.10,
38891,6400,EF,79846286,739.60,IN
29458,38,OP,64685678,22.80,IN
35075,3851,MN,52305114,129.40,HH
33930,3056,AB,36077541,86.80,HH
35076,3851,KL,91988861,950.50,
33931,3056,ST,67921972,203.30,HH
31308,1302,UV,38729328,392.40,HH
34605,3525,UV,81389748,308.40,HH
35752,4320,GH,15082747,428.00,LO
30818,976,OP,17866748,524.40,HH
31991,1771,GH,38500511,305.20,HH
30525,772,IJ,69179099,422.50,HH
32692,2240,IJ,42587310,232.42,LE
30526,772,YZ,62614697,66.00,
33405,2709,CD,63955408,196.90,HH
30527,772,WX,50320124,28.00,IN
33406,2709,UV,79388266,3.90,
31211,1241,EF,97685855,136.80,HH
33407,2709,KL,95859038,1.60,IN
31212,1241,IJ,21271294,220.10,
29645,160,QR,52787989,237.40,HH
31213,1241,WX,87002157,22.70,IN
29646,160,ST,8854127,555.20,
35668,4259,ST,4058731,331.80,LO
36124,4585,YZ,64408206,406.50,HH
35669,4259,CD,73520475,951.60,HH
36125,4585,GH,3908431,134.70,LO
35670,4259,AB,40486842,225.50,
33106,2505,WX,57194352,13.60,HH
31908,1710,ST,17466086,207.10,HH
33107,2505,KL,87996345,182.50,HH
32602,2179,CD,2150762,238.60,HH
33800,2974,MN,42395120,154.60,HH
32603,2179,OP,48367720,365.00,
30042,425,ST,21181220,239.00,HH
32604,2179,YZ,6092787,24.00,IN
30043,425,OP,54766887,80.60,
32605,2179,OP,22667289,7.80,
30044,425,GH,30106497,6.40,IN
42965,9153,GH,1709419,504.20,HH
34498,3443,KL,53761804,275.50,HH
42966,9153,ST,27339548,145.10,LO
30714,894,QR,4965514,291.40,HH
40559,7542,OP,63780206,368.30,HH
31405,1363,QR,46678805,504.60,HH
40560,7542,UV,94022273,338.90,
31406,1363,KL,28982448,151.70,
40561,7542,CD,1739269,984.70,LO
31407,1363,MN,35128331,8.20,IN
32287,1975,QR,25971132,262.50,HH
31408,1363,OP,19618755,24.30,
32288,1975,GH,22193175,148.00,
34202,3239,QR,42712515,883.80,HH
32289,1975,ST,98307567,171.10,IN
31088,1159,KL,37861478,647.00,HH
32290,1975,ST,13919747,76.50,
31791,1628,AB,57004982,285.00,HH
33006,2444,OP,60390728,293.16,LE
29422,17,EF,15076423,403.20,HH
33710,2913,OP,76905709,49.90,HH
35925,4442,CD,2065778,859.00,HH
33711,2913,GH,18112695,248.10,HH
35926,4442,GH,64758652,150.20,LE
29940,364,ST,39232927,222.10,HH
44966,10478,MN,41004979,557.53,LO
34406,3382,GH,87277590,397.58,LO
32880,2362,KL,47032982,225.90,HH
30613,833,GH,3151357,346.20,HH
33593,2831,MN,83744406,358.60,HH
34111,3178,EF,10611677,166.50,HH
33594,2831,IJ,53561782,79.30,
34112,3178,OP,35352593,28.70,
33595,2831,IJ,29570031,36.30,IN
30318,629,QR,91464036,120.70,HH
33596,2831,GH,48501449,41.40,
30319,629,WX,2222919,150.00,HH
29826,282,GH,6997305,753.10,HH
34788,3647,OP,97101318,584.20,HH
29827,282,AB,4248011,80.20,
31002,1098,AB,2207518,61.90,HH
34290,3300,UV,49339282,778.65,LO
31003,1098,GH,47811776,100.70,HH
34291,3300,UV,88663518,663.20,HH
35462,4116,MN,92376952,420.02,LO
30497,751,GH,74106764,236.30,HH
35463,4116,IJ,69320016,1444.80,HH
31184,1220,CD,48306894,277.00,HH
31706,1567,UV,14090234,48.00,HH
33994,3096,CD,81572884,644.60,HH
31707,1567,CD,53102117,600.00,
33995,3096,KL,64655774,6.50,
31708,1567,EF,34027445,345.50,IN
33996,3096,EF,74155062,0.80,IN
38965,6461,MN,30961704,419.25,LO
33997,3096,KL,85654091,161.90,
35168,3912,UV,99253552,117.70,HH
34653,3565,QR,59281444,49.20,HH
35169,3912,KL,95519256,155.10,HH
34654,3565,QR,37784505,149.40,
39661,6930,WX,22201913,108.10,LO
34655,3565,AB,17042690,41.00,IN
32086,1832,UV,33134043,207.21,LE
30885,1016,UV,35817569,261.90,HH
32087,1832,QR,46307826,327.50,HH
30886,1016,MN,21620893,215.50,
32088,1832,CD,19165534,13.90,
39841,7052,AB,10413468,177.67,LO
32089,1832,CD,5385864,58.10,IN
31590,1485,MN,47115165,33.60,HH
32090,1832,CD,85279571,593.30,
31591,1485,EF,43014037,594.90,
32781,2301,EF,56871384,690.70,HH
31592,1485,OP,33874970,101.80,LE
33501,2770,YZ,10137910,49.40,HH
36008,4503,YZ,21099597,281.98,LO
33502,2770,OP,52641576,158.20,
32259,1954,IJ,85359781,214.00,HH
33503,2770,GH,41737938,49.40,IN
31958,1750,MN,37446361,402.80,HH
29738,221,CD,98228793,789.60,HH
31959,1750,OP,16547310,551.70,
30420,690,ST,19503748,715.20,HH
32659,2219,ST,13571501,410.38,LE
30421,690,ST,45288330,174.90,LE
33373,2688,YZ,18395823,280.20,HH
33895,3035,KL,58785599,752.40,HH
34081,3157,EF,12642550,69.40,HH
33896,3035,OP,22791952,491.90,
34082,3157,YZ,78150850,174.00,HH
34589,3504,QR,46586519,336.00,HH
30288,608,AB,57903474,289.50,HH
30799,955,MN,52028411,741.10,HH
44408,10131,YZ,64831644,598.30,LO
35254,3973,IJ,58564495,694.10,HH
41351,8051,AB,43162244,434.00,LO
31508,1424,YZ,45458507,622.40,HH
45873,11069,QR,55347859,248.20,LO
32169,1893,OP,37540984,628.90,HH
33775,2953,MN,9888029,58.00,HH
34960,3769,CD,98724436,205.00,HH
33776,2953,UV,53719216,284.80,
31878,1689,MN,89019840,212.80,HH
33777,2953,KL,50650024,151.50,LE
33275,2627,KL,30658924,157.90,HH
30017,404,GH,68393963,156.30,HH
33276,2627,YZ,29709238,56.10,HH
30018,404,WX,36616319,345.00,
29525,78,WX,32111394,903.90,HH
34467,3422,CD,16984451,921.20,HH
30220,547,EF,48055100,227.30,HH
38936,6440,UV,75896376,288.10,LO
41266,7990,AB,48107528,302.00,LO
30678,873,CD,22322130,87.80,HH
41267,7990,IJ,79489946,715.80,HH
30679,873,QR,57947230,154.00,
32971,2423,KL,35182595,149.40,HH
30680,873,YZ,91838556,221.10,IN
32972,2423,AB,66884094,131.70,HH
30681,873,UV,38070190,297.50,LO
29912,343,QR,15103727,250.50,HH
35139,3891,GH,80522375,317.20,HH
34377,3361,EF,34121233,615.40,HH
31373,1342,YZ,42622768,107.90,LE
30582,812,ST,41519075,912.80,HH
31374,1342,EF,75854611,251.70,HH
35044,3830,EF,9319293,549.80,HH
31375,1342,ST,45400208,101.10,
34748,3626,ST,53192520,306.80,HH
31376,1342,YZ,30762762,366.50,IN
34749,3626,CD,85035067,515.60,
32052,1811,EF,84066038,399.08,LO
31676,1546,UV,49245339,417.30,HH
32053,1811,ST,37117743,420.60,HH
32346,2015,UV,45701158,453.50,HH
32054,1811,KL,87739562,674.50,
36799,5033,CD,73070150,182.00,HH
31767,1607,GH,89174168,995.80,HH
36800,5033,QR,93854265,75.40,
32451,2076,OP,71402716,38.20,HH
36801,5033,EF,12796581,219.60,IN
32452,2076,OP,3638083,167.00,HH
36802,5033,EF,25932383,95.00,LO
33169,2545,AB,584811,263.70,HH
33067,2484,OP,3728384,234.30,HH
33170,2545,ST,28254646,67.10,
33068,2484,OP,83567636,53.80,
33171,2545,GH,74550294,71.30,IN
33069,2484,GH,75644820,59.90,IN
33172,2545,ST,49701792,893.30,LO
33070,2484,ST,72945260,139.00,
33867,3014,OP,52151411,418.70,LE
32754,2280,QR,5897534,684.10,HH
30099,465,ST,3081554,127.85,LE
41742,8316,ST,47769522,561.62,LO
30100,465,IJ,59340989,1112.60,HH
33466,2749,QR,23250580,1452.00,HH
41827,8377,QR,64508902,695.08,LO
34169,3218,AB,79115420,144.90,HH
41828,8377,QR,50940710,117.20,HH
34170,3218,UV,42386043,66.70,
41829,8377,MN,65432101,501.80,
30386,669,WX,12925506,194.70,HH
33552,2810,ST,38680678,39.20,HH
34843,3687,KL,44689565,510.60,HH
33553,2810,WX,72857814,582.80,
34559,3483,ST,56916624,217.30,HH
33554,2810,WX,18647271,97.70,IN
30773,934,MN,80159562,323.60,HH
33555,2810,IJ,18043649,41.10,
35229,3952,GH,72330528,36.70,HH
29795,261,IJ,49824553,218.20,HH
35230,3952,GH,22428715,113.80,HH
29796,261,ST,63415229,37.10,
31473,1403,ST,50271129,912.00,HH
34263,3279,MN,28563004,1146.20,HH
32138,1872,MN,37390577,588.60,HH
34924,3748,QR,77061086,30.80,HH
32139,1872,UV,67046397,13.70,
34925,3748,EF,10963404,182.00,
32846,2341,OP,5022091,158.30,HH
31148,1199,IJ,97586124,194.80,HH
32847,2341,ST,97825383,46.40,
31149,1199,UV,49255633,76.20,
32530,2137,KL,97860681,195.87,LE
31849,1668,IJ,84733837,327.50,HH
41538,8173,MN,9593391,669.50,LO
34624,3544,AB,94637792,1097.50,HH
33247,2606,AB,91720389,3.10,HH
35303,4013,MN,22217119,100.30,LE
33248,2606,GH,97712260,244.30,HH
35304,4013,EF,83890586,668.60,HH
29487,57,YZ,55066728,410.70,HH
32228,1933,ST,49145901,380.40,HH
33958,3075,KL,50335317,152.30,HH
32942,2402,IJ,65373653,238.40,HH
30193,526,MN,22128474,507.40,HH
33652,2871,ST,62647694,382.90,HH
30848,995,OP,21824896,215.30,HH
29882,322,ST,4537106,655.00,HH
30849,995,GH,80483859,14.30,
40897,7765,IJ,74587321,233.20,LO
